sep=;
#;id;english_name;current_ru;recommended_ru;action;compare_status;wiki_page;source_type;source_url;confidence;note
529;char_SKULLSEADRAMON;SkullSeadramon;СкулСидрамон;СкулСидрамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
530;char_SKULLSEADRAMON_BOSS;SkullSeadramon;СкулСидрамон;СкулСидрамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
531;char_SKULLSEADRAMON_ADD;SkullSeadramon (Core);СкулСидрамон (Ядро);СкулСидрамон (Ядро);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
532;char_RAREMON_BIG;Raremon;Рэйрмон;Рэйрмон;keep;ok;Raremon;local_current;;high;Already matches the selected Russian reference.
533;char_CYCLONEMON_BIG;Cyclonemon;Циклонемон;Циклонемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
534;char_GREYMON_BIG_BL;Greymon (Blue);Греймон (Синий);Греймон (Синий);keep;ok;Greymon (Blue);local_current;;high;Already matches the selected Russian reference.
535;char_GREYMON_BIG_BL_ADD;Greymon (Blue) (Head Shell);Греймон (головной убор);Греймон (головной убор);keep;different;Greymon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Greymon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
536;char_SKULLBALUCHIMON_TITAMON;Titamon + SkullBaluchimon;Титамон + СкаллБалучимон;Титамон + СкаллБалучимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
537;char_SKULLBALUCHIMON_TITAMON_BIG;Titamon + SkullBaluchimon;Титамон + СкаллБалучимон;Титамон + СкаллБалучимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
538;char_UNDEADPLUTOMON_BOSS;ZombiePlutomon;ЗомбиПлутомон;ЗомбиПлутомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
539;char_UNDEADPLUTOMON_BOSS_ADD1;ZombiePlutomon (Right Shoulder);ЗомбиПлутомон (Правое плечо);ЗомбиПлутомон (Правое плечо);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
540;char_UNDEADPLUTOMON_BOSS_ADD2;ZombiePlutomon (Left Shoulder);ЗомбиПлутомон (Левое плечо);ЗомбиПлутомон (Левое плечо);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
541;char_UNDEADPLUTOMON_BOSS_ADD3;ZombiePlutomon (Right Hip);ЗомбиПлутомон (Правое бедро);ЗомбиПлутомон (Правое бедро);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
542;char_UNDEADPLUTOMON_BOSS_ADD4;ZombiePlutomon (Left Hip);ЗомбиПлутомон (Левое бедро);ЗомбиПлутомон (Левое бедро);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
543;char_CHARISMON_ADD;Callismon (Gun);Каллисмон (пистолет);Каллисмон (пистолет);keep;different;Callismon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Callismon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
544;char_DIANAMON_ADD;Dianamon & the Goodnight Sisters;Дианамон;Дианамон;keep;ok;Dianamon;local_current;;high;Already matches the selected Russian reference.
545;char_LOCOMON_EVENT;Locomon (Event);Локомон (событие);Локомон (событие);keep;different;Locomon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Locomon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
546;char_ULTIMATEBRAKIMON_BIG;UltimateBrachiomon;УльтимаБрачиомон;УльтимаБрачиомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
547;char_ENBARRMON;Enbarrmon;Энбаррмон;Энбаррмон;keep;ok;Enbarrmon;local_current;;high;Already matches the selected Russian reference.
548;char_ENBARRMON_BIG;Enbarrmon;Энбаррмон;Энбаррмон;keep;ok;Enbarrmon;local_current;;high;Already matches the selected Russian reference.
549;char_ENBARRMON_CRANIAMON;Craniamon + Enbarrmon;Энбаррмон;Энбаррмон;keep;ok;Enbarrmon;local_current;;high;Already matches the selected Russian reference.
550;char_ENBARRMON_CRANIAMON_E;Craniamon + Enbarrmon;Энбаррмон;Энбаррмон;keep;ok;Enbarrmon;local_current;;high;Already matches the selected Russian reference.
551;char_BLIMPMON_RAMP;Blimpmon (Trap);Блимпмон (Ловушка);Блимпмон (Ловушка);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
552;char_MASTERBLIMPMON_RAMP;MasterBlimpmon (Trap);МастерБлимпмон (Ловушка);МастерБлимпмон (Ловушка);keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
553;char_PARROTMON_BIG;Parrotmon;Пэрротмон;Пэрротмон;keep;ok;Parrotmon;local_current;;high;Already matches the selected Russian reference.
554;char_PARROTMON_BIG_ADD;Parrotmon (Crested);Пэрротмон (гребень);Пэрротмон (гребень);keep;different;Parrotmon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Parrotmon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
555;char_VULCANUSMON_ADD;Vulcanusmon;Вулканусмон;Вулканусмон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
556;char_METALGREYMON_BIG_BL;MetalGreymon (Blue);Металл Греймон (синий);Металл Греймон (синий);keep;different;Metal Greymon;ru_digimon_fandom;https://digimon.fandom.com/ru/wiki/Metal_Greymon;medium;"Russian Digimon Wiki/Fandom is used as a broad community localization fallback; no complete official Russian glossary was found. Base name from source; local form suffix preserved."
557;char_WHAMON_BIG;Whamon;Уэмон;Уэмон;keep;ok;Whamon;local_current;;high;Already matches the selected Russian reference.
558;char_NEPTUNEMON_BIG;Neptunemon;Нептунмон;Нептунмон;keep;ok;Neptunemon;local_current;;high;Already matches the selected Russian reference.
559;char_MERCURYMON_BIG;Merukimon;Мерукимон;Мерукимон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
560;char_OMEGAMON_BIG;Omnimon;Омегамон;Омегамон;keep;ok;Omegamon;local_current;;high;Already matches the selected Russian reference.
561;char_APOLLOMON_BIG;Apollomon;Аполломон;Аполломон;keep;ok;Apollomon;local_current;;high;Already matches the selected Russian reference.
562;char_CERESMON_BIG;Ceresmon;Церемон;Церемон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
563;char_PLUTOMON_BIG;Plutomon;Плутомон;Плутомон;keep;ok;Plutomon;local_current;;high;Already matches the selected Russian reference.
564;char_JUPITERMON_BIG;Jupitermon;Юпитермон;Юпитермон;keep;ok;Jupitermon;local_current;;high;Already matches the selected Russian reference.
565;char_JUPITERMON_WRATHMODE_BIG;Jupitermon WM;Юпитермон: Режим гнева;Юпитермон: Режим гнева;keep;ok;Jupitermon: Wrath Mode;local_current;;high;Already matches the selected Russian reference.
566;char_KUWAGAMON_BIG;Kuwagamon;Кувагамон;Кувагамон;keep;ok;Kuwagamon;local_current;;high;Already matches the selected Russian reference.
567;char_UKKOMON;Ukkomon;Уккомон;Уккомон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
568;char_ORGEMON_BOSS;Ogremon;Оргмон;Оргмон;keep;ok;Orgemon;local_current;;high;Already matches the selected Russian reference.
569;char_FUGAMON_BOSS;Fugamon;Фугамон;Фугамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
570;char_HYOUGAMON_BOSS;Hyogamon;Хиогамон;Хиогамон;keep;no_wiki_match;;local_current;;low;"No matching Russian Digimon Wiki/Fandom page found; kept current translation for manual review."
